areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
nation,England,E92000001,2020-06-12,940,230828
nation,England,E92000001,2020-06-11,911,229888
nation,England,E92000001,2020-06-10,1076,228977
nation,England,E92000001,2020-06-09,1054,227901
nation,England,E92000001,2020-06-08,990,226847
nation,England,E92000001,2020-06-07,664,225857
nation,England,E92000001,2020-06-06,724,225193
nation,England,E92000001,2020-06-05,1019,224469
nation,England,E92000001,2020-06-04,1146,223450
nation,England,E92000001,2020-06-03,1238,222304
nation,England,E92000001,2020-06-02,1348,221066
nation,England,E92000001,2020-06-01,1312,219718
nation,England,E92000001,2020-05-31,989,218406
nation,England,E92000001,2020-05-30,997,217417
nation,England,E92000001,2020-05-29,1370,216420
nation,England,E92000001,2020-05-28,1571,215050
nation,England,E92000001,2020-05-27,1612,213479
nation,England,E92000001,2020-05-26,1449,211867
nation,England,E92000001,2020-05-25,1374,210418
nation,England,E92000001,2020-05-24,1197,209044
nation,England,E92000001,2020-05-23,1302,207847
nation,England,E92000001,2020-05-22,1792,206545
nation,England,E92000001,2020-05-21,2267,204753
nation,England,E92000001,2020-05-20,2339,202486
nation,England,E92000001,2020-05-19,2587,200147
nation,England,E92000001,2020-05-18,2213,197560
nation,England,E92000001,2020-05-17,1587,195347
nation,England,E92000001,2020-05-16,1769,193760
nation,England,E92000001,2020-05-15,2132,191991
nation,England,E92000001,2020-05-14,2208,189859
nation,England,E92000001,2020-05-13,2884,187651
nation,England,E92000001,2020-05-12,2921,184767
nation,England,E92000001,2020-05-11,3055,181846
nation,England,E92000001,2020-05-10,2003,178791
nation,England,E92000001,2020-05-09,1794,176788
nation,England,E92000001,2020-05-08,2618,174994
nation,England,E92000001,2020-05-07,3200,172376
nation,England,E92000001,2020-05-06,3261,169176
nation,England,E92000001,2020-05-05,3137,165915
nation,England,E92000001,2020-05-04,2838,162778
nation,England,E92000001,2020-05-03,2631,159940
nation,England,E92000001,2020-05-02,2741,157309
nation,England,E92000001,2020-05-01,4086,154568
nation,England,E92000001,2020-04-30,4308,150482
nation,England,E92000001,2020-04-29,4725,146174
nation,England,E92000001,2020-04-28,4111,141449
nation,England,E92000001,2020-04-27,4027,137338
nation,England,E92000001,2020-04-26,3134,133311
nation,England,E92000001,2020-04-25,3372,130177
nation,England,E92000001,2020-04-24,4347,126805
nation,England,E92000001,2020-04-23,4550,122458
nation,England,E92000001,2020-04-22,4799,117908
nation,England,E92000001,2020-04-21,3978,113109
nation,England,E92000001,2020-04-20,3678,109131
nation,England,E92000001,2020-04-19,3473,105453
nation,England,E92000001,2020-04-18,4106,101980
nation,England,E92000001,2020-04-17,4065,97874
nation,England,E92000001,2020-04-16,4348,93809
nation,England,E92000001,2020-04-15,4211,89461
nation,England,E92000001,2020-04-14,3538,85250
nation,England,E92000001,2020-04-13,3427,81712
nation,England,E92000001,2020-04-12,2941,78285
nation,England,E92000001,2020-04-11,3061,75344
nation,England,E92000001,2020-04-10,3579,72283
nation,England,E92000001,2020-04-09,4062,68704
nation,England,E92000001,2020-04-08,4283,64642
nation,England,E92000001,2020-04-07,4563,60359
nation,England,E92000001,2020-04-06,4372,55796
nation,England,E92000001,2020-04-05,3082,51424
nation,England,E92000001,2020-04-04,3378,48342
nation,England,E92000001,2020-04-03,4082,44964
nation,England,E92000001,2020-04-02,4064,40882
nation,England,E92000001,2020-04-01,4121,36818
nation,England,E92000001,2020-03-31,3786,32697
nation,England,E92000001,2020-03-30,3515,28911
nation,England,E92000001,2020-03-29,2437,25396
nation,England,E92000001,2020-03-28,2369,22959
nation,England,E92000001,2020-03-27,2648,20590
nation,England,E92000001,2020-03-26,2614,17942
nation,England,E92000001,2020-03-25,2257,15328
nation,England,E92000001,2020-03-24,2025,13071
nation,England,E92000001,2020-03-23,2011,11046
nation,England,E92000001,2020-03-22,1204,9035
nation,England,E92000001,2020-03-21,1034,7831
nation,England,E92000001,2020-03-20,1085,6797
nation,England,E92000001,2020-03-19,927,5712
nation,England,E92000001,2020-03-18,907,4785
nation,England,E92000001,2020-03-17,681,3878
nation,England,E92000001,2020-03-16,545,3197
nation,England,E92000001,2020-03-15,396,2652
nation,England,E92000001,2020-03-14,315,2256
nation,England,E92000001,2020-03-13,393,1941
nation,England,E92000001,2020-03-12,414,1548
nation,England,E92000001,2020-03-11,353,1134
nation,England,E92000001,2020-03-10,227,781
nation,England,E92000001,2020-03-09,125,554
nation,England,E92000001,2020-03-08,50,429
nation,England,E92000001,2020-03-07,55,379
nation,England,E92000001,2020-03-06,73,324
nation,England,E92000001,2020-03-05,46,251
nation,England,E92000001,2020-03-04,49,205
nation,England,E92000001,2020-03-03,53,156
nation,England,E92000001,2020-03-02,38,103
nation,England,E92000001,2020-03-01,20,65
nation,England,E92000001,2020-02-29,5,45
nation,England,E92000001,2020-02-28,11,40
nation,England,E92000001,2020-02-27,7,29
nation,England,E92000001,2020-02-26,4,22
nation,England,E92000001,2020-02-25,5,18
nation,England,E92000001,2020-02-24,2,13
nation,England,E92000001,2020-02-23,1,11
nation,England,E92000001,2020-02-22,0,10
nation,England,E92000001,2020-02-21,1,10
nation,England,E92000001,2020-02-20,0,9
nation,England,E92000001,2020-02-19,0,9
nation,England,E92000001,2020-02-18,0,9
nation,England,E92000001,2020-02-17,0,9
nation,England,E92000001,2020-02-16,0,9
nation,England,E92000001,2020-02-15,0,9
nation,England,E92000001,2020-02-14,0,9
nation,England,E92000001,2020-02-13,0,9
nation,England,E92000001,2020-02-12,0,9
nation,England,E92000001,2020-02-11,1,9
nation,England,E92000001,2020-02-10,0,8
nation,England,E92000001,2020-02-09,1,8
nation,England,E92000001,2020-02-08,4,7
nation,England,E92000001,2020-02-07,0,3
nation,England,E92000001,2020-02-06,0,3
nation,England,E92000001,2020-02-05,1,3
nation,England,E92000001,2020-02-04,0,2
nation,England,E92000001,2020-02-03,0,2
nation,England,E92000001,2020-02-02,0,2
nation,England,E92000001,2020-02-01,0,2
nation,England,E92000001,2020-01-31,0,2
nation,England,E92000001,2020-01-30,2,2
nation,Northern Ireland,N92000002,2021-04-29,89,120195
nation,Northern Ireland,N92000002,2021-04-28,105,120106
nation,Northern Ireland,N92000002,2021-04-27,114,120001
nation,Northern Ireland,N92000002,2021-04-26,107,119887
nation,Northern Ireland,N92000002,2021-04-25,81,119780
nation,Northern Ireland,N92000002,2021-04-24,78,119699
nation,Northern Ireland,N92000002,2021-04-23,79,119621
nation,Northern Ireland,N92000002,2021-04-22,83,119542
nation,Northern Ireland,N92000002,2021-04-21,117,119459
nation,Northern Ireland,N92000002,2021-04-20,128,119342
nation,Northern Ireland,N92000002,2021-04-19,138,119214
nation,Northern Ireland,N92000002,2021-04-18,79,119076
nation,Northern Ireland,N92000002,2021-04-17,90,118997
nation,Northern Ireland,N92000002,2021-04-16,104,118907
nation,Northern Ireland,N92000002,2021-04-15,118,118803
nation,Northern Ireland,N92000002,2021-04-14,168,118685
nation,Northern Ireland,N92000002,2021-04-13,102,118517
nation,Northern Ireland,N92000002,2021-04-12,112,118415
nation,Northern Ireland,N92000002,2021-04-11,92,118303
nation,Northern Ireland,N92000002,2021-04-10,92,118211
nation,Northern Ireland,N92000002,2021-04-09,130,118119
nation,Northern Ireland,N92000002,2021-04-08,131,117989
nation,Northern Ireland,N92000002,2021-04-07,109,117858
nation,Northern Ireland,N92000002,2021-04-06,94,117749
nation,Northern Ireland,N92000002,2021-04-05,61,117655
nation,Northern Ireland,N92000002,2021-04-04,39,117594
nation,Northern Ireland,N92000002,2021-04-03,54,117555
nation,Northern Ireland,N92000002,2021-04-02,82,117501
nation,Northern Ireland,N92000002,2021-04-01,99,117419
nation,Northern Ireland,N92000002,2021-03-31,124,117320
nation,Northern Ireland,N92000002,2021-03-30,111,117196
nation,Northern Ireland,N92000002,2021-03-29,137,117085
nation,Northern Ireland,N92000002,2021-03-28,96,116948
nation,Northern Ireland,N92000002,2021-03-27,121,116852
nation,Northern Ireland,N92000002,2021-03-26,140,116731
nation,Northern Ireland,N92000002,2021-03-25,181,116591
nation,Northern Ireland,N92000002,2021-03-24,169,116410
nation,Northern Ireland,N92000002,2021-03-23,148,116241
nation,Northern Ireland,N92000002,2021-03-22,177,116093
nation,Northern Ireland,N92000002,2021-03-21,114,115916
nation,Northern Ireland,N92000002,2021-03-20,123,115802
nation,Northern Ireland,N92000002,2021-03-19,136,115679
nation,Northern Ireland,N92000002,2021-03-18,180,115543
nation,Northern Ireland,N92000002,2021-03-17,142,115363
nation,Northern Ireland,N92000002,2021-03-16,177,115221
nation,Northern Ireland,N92000002,2021-03-15,180,115044
nation,Northern Ireland,N92000002,2021-03-14,114,114864
nation,Northern Ireland,N92000002,2021-03-13,139,114750
nation,Northern Ireland,N92000002,2021-03-12,181,114611
nation,Northern Ireland,N92000002,2021-03-11,192,114430
nation,Northern Ireland,N92000002,2021-03-10,201,114238
nation,Northern Ireland,N92000002,2021-03-09,190,114037
nation,Northern Ireland,N92000002,2021-03-08,229,113847
nation,Northern Ireland,N92000002,2021-03-07,163,113618
nation,Northern Ireland,N92000002,2021-03-06,147,113455
nation,Northern Ireland,N92000002,2021-03-05,151,113308
nation,Northern Ireland,N92000002,2021-03-04,171,113157
nation,Northern Ireland,N92000002,2021-03-03,167,112986
nation,Northern Ireland,N92000002,2021-03-02,214,112819
nation,Northern Ireland,N92000002,2021-03-01,195,112605
nation,Northern Ireland,N92000002,2021-02-28,125,112410
nation,Northern Ireland,N92000002,2021-02-27,159,112285
nation,Northern Ireland,N92000002,2021-02-26,181,112126
nation,Northern Ireland,N92000002,2021-02-25,249,111945
nation,Northern Ireland,N92000002,2021-02-24,281,111696
nation,Northern Ireland,N92000002,2021-02-23,256,111415
nation,Northern Ireland,N92000002,2021-02-22,261,111159
nation,Northern Ireland,N92000002,2021-02-21,188,110898
nation,Northern Ireland,N92000002,2021-02-20,235,110710
nation,Northern Ireland,N92000002,2021-02-19,298,110475
nation,Northern Ireland,N92000002,2021-02-18,278,110177
nation,Northern Ireland,N92000002,2021-02-17,336,109899
nation,Northern Ireland,N92000002,2021-02-16,313,109563
nation,Northern Ireland,N92000002,2021-02-15,378,109250
nation,Northern Ireland,N92000002,2021-02-14,249,108872
nation,Northern Ireland,N92000002,2021-02-13,193,108623
nation,Northern Ireland,N92000002,2021-02-12,280,108430
nation,Northern Ireland,N92000002,2021-02-11,293,108150
nation,Northern Ireland,N92000002,2021-02-10,347,107857
nation,Northern Ireland,N92000002,2021-02-09,330,107510
nation,Northern Ireland,N92000002,2021-02-08,371,107180
nation,Northern Ireland,N92000002,2021-02-07,282,106809
nation,Northern Ireland,N92000002,2021-02-06,311,106527
nation,Northern Ireland,N92000002,2021-02-05,430,106216
nation,Northern Ireland,N92000002,2021-02-04,397,105786
nation,Northern Ireland,N92000002,2021-02-03,473,105389
nation,Northern Ireland,N92000002,2021-02-02,446,104916
nation,Northern Ireland,N92000002,2021-02-01,519,104470
nation,Northern Ireland,N92000002,2021-01-31,390,103951
nation,Northern Ireland,N92000002,2021-01-30,398,103561
nation,Northern Ireland,N92000002,2021-01-29,525,103163
nation,Northern Ireland,N92000002,2021-01-28,516,102638
nation,Northern Ireland,N92000002,2021-01-27,614,102122
nation,Northern Ireland,N92000002,2021-01-26,628,101508
nation,Northern Ireland,N92000002,2021-01-25,626,100880
nation,Northern Ireland,N92000002,2021-01-24,446,100254
nation,Northern Ireland,N92000002,2021-01-23,469,99808
nation,Northern Ireland,N92000002,2021-01-22,608,99339
nation,Northern Ireland,N92000002,2021-01-21,753,98731
nation,Northern Ireland,N92000002,2021-01-20,777,97978
nation,Northern Ireland,N92000002,2021-01-19,860,97201
nation,Northern Ireland,N92000002,2021-01-18,909,96341
nation,Northern Ireland,N92000002,2021-01-17,611,95432
nation,Northern Ireland,N92000002,2021-01-16,690,94821
nation,Northern Ireland,N92000002,2021-01-15,847,94131
nation,Northern Ireland,N92000002,2021-01-14,913,93284
nation,Northern Ireland,N92000002,2021-01-13,1058,92371
nation,Northern Ireland,N92000002,2021-01-12,1117,91313
nation,Northern Ireland,N92000002,2021-01-11,1263,90196
nation,Northern Ireland,N92000002,2021-01-10,881,88933
nation,Northern Ireland,N92000002,2021-01-09,999,88052
nation,Northern Ireland,N92000002,2021-01-08,1235,87053
nation,Northern Ireland,N92000002,2021-01-07,1237,85818
nation,Northern Ireland,N92000002,2021-01-06,1526,84581
nation,Northern Ireland,N92000002,2021-01-05,1619,83055
nation,Northern Ireland,N92000002,2021-01-04,2004,81436
nation,Northern Ireland,N92000002,2021-01-03,1631,79432
nation,Northern Ireland,N92000002,2021-01-02,1927,77801
nation,Northern Ireland,N92000002,2021-01-01,1248,75874
